timestamp,symbol,total_value,cash_balance,position_value,current_price
2026-05-15T20:31:47.343317,BTC/USD,691.37,691.37,0.0,79018.19
2026-05-15T20:31:47.617375,SOL/USD,300.0,300,0.0,89.02
2026-05-15T20:36:52.213003,BTC/USD,691.37,691.37,0.0,78996.86
2026-05-15T20:36:52.441051,SOL/USD,300.0,300,0.0,89.01
2026-05-15T20:41:57.093550,BTC/USD,691.37,691.37,0.0,78984.01
2026-05-15T20:41:57.311809,SOL/USD,300.0,300,0.0,88.93
2026-05-15T20:47:01.813320,BTC/USD,691.37,691.37,0.0,79037.09
2026-05-15T20:47:02.010522,SOL/USD,300.0,300,0.0,89.09
2026-05-15T20:52:06.692084,BTC/USD,691.37,691.37,0.0,79045.55
2026-05-15T20:52:07.028721,SOL/USD,300.0,300,0.0,89.11
2026-05-15T20:57:11.500534,BTC/USD,691.37,691.37,0.0,79107.71
2026-05-15T20:57:11.742031,SOL/USD,300.0,300,0.0,89.23
2026-05-15T21:02:16.223652,BTC/USD,691.37,691.37,0.0,79093.25
2026-05-15T21:02:16.441886,SOL/USD,300.0,300,0.0,89.26
2026-05-15T21:07:20.709126,BTC/USD,691.37,691.37,0.0,79139.98
2026-05-15T21:07:20.919078,SOL/USD,300.0,300,0.0,89.24
2026-05-15T21:12:25.232645,BTC/USD,691.37,691.37,0.0,79126.01
2026-05-15T21:12:25.476610,SOL/USD,300.0,300,0.0,89.23
2026-05-15T21:17:29.831485,BTC/USD,691.37,691.37,0.0,79118.77
2026-05-15T21:17:30.028628,SOL/USD,300.0,300,0.0,89.19
2026-05-15T21:22:34.197923,BTC/USD,691.37,691.37,0.0,79113.26
2026-05-15T21:22:34.451665,SOL/USD,300.0,300,0.0,89.16
2026-05-15T21:27:38.571607,BTC/USD,691.37,691.37,0.0,79134.41
2026-05-15T21:27:38.746420,SOL/USD,300.0,300,0.0,89.13
2026-05-15T21:32:43.289283,BTC/USD,691.37,691.37,0.0,79082.43
2026-05-15T21:32:43.525079,SOL/USD,300.0,300,0.0,89.02
2026-05-15T21:37:47.818796,BTC/USD,691.37,691.37,0.0,79044.63
2026-05-15T21:37:48.038745,SOL/USD,300.0,300,0.0,89.0
2026-05-15T21:42:52.298926,BTC/USD,691.37,691.37,0.0,79049.15
2026-05-15T21:42:52.539258,SOL/USD,300.0,300,0.0,89.02
2026-05-15T21:47:56.812471,BTC/USD,691.37,691.37,0.0,79044.97
2026-05-15T21:47:57.034412,SOL/USD,300.0,300,0.0,89.02
2026-05-15T21:53:01.204146,BTC/USD,691.37,691.37,0.0,79044.24
2026-05-15T21:53:01.388898,SOL/USD,300.0,300,0.0,89.03
2026-05-15T21:58:05.674715,BTC/USD,691.37,691.37,0.0,79053.13
2026-05-15T21:58:05.914088,SOL/USD,300.0,300,0.0,89.07
2026-05-15T22:03:10.310300,BTC/USD,691.37,691.37,0.0,79106.14
2026-05-15T22:03:10.511980,SOL/USD,300.0,300,0.0,89.15
2026-05-15T22:08:14.915237,BTC/USD,691.37,691.37,0.0,79112.0
2026-05-15T22:08:15.152027,SOL/USD,300.0,300,0.0,89.19
2026-05-15T22:13:19.494895,BTC/USD,691.37,691.37,0.0,79121.31
2026-05-15T22:13:19.702258,SOL/USD,300.0,300,0.0,89.18
2026-05-15T22:18:23.815337,BTC/USD,691.37,691.37,0.0,79113.93
2026-05-15T22:18:24.018280,SOL/USD,300.0,300,0.0,89.17
2026-05-15T22:23:28.122521,BTC/USD,691.37,691.37,0.0,79138.01
2026-05-15T22:23:28.338871,SOL/USD,300.0,300,0.0,89.21
2026-05-15T22:28:32.631069,BTC/USD,691.37,691.37,0.0,79132.07
2026-05-15T22:28:32.850383,SOL/USD,300.0,300,0.0,89.18
2026-05-15T22:33:37.071013,BTC/USD,691.37,691.37,0.0,79105.11
2026-05-15T22:33:37.343025,SOL/USD,300.0,300,0.0,89.13
2026-05-15T22:38:42.429443,BTC/USD,691.37,691.37,0.0,79098.17
2026-05-15T22:38:42.643726,SOL/USD,300.0,300,0.0,89.14
2026-05-15T22:43:47.003504,BTC/USD,691.37,691.37,0.0,79053.16
2026-05-15T22:43:47.236162,SOL/USD,300.0,300,0.0,89.04
2026-05-15T22:48:52.047723,BTC/USD,691.37,691.37,0.0,79033.7
2026-05-15T22:48:52.250216,SOL/USD,300.0,300,0.0,89.02
2026-05-15T22:53:41.273931,BTC/USD,691.37,691.37,0.0,79009.03
2026-05-15T22:53:41.463862,SOL/USD,300.0,300,0.0,88.97
2026-05-15T22:58:45.895697,BTC/USD,691.37,691.37,0.0,79053.14
2026-05-15T22:58:46.146738,SOL/USD,300.0,300,0.0,89.0
2026-05-15T22:59:01.017355,BTC/USD,691.37,691.37,0.0,79045.12
2026-05-15T22:59:01.282615,SOL/USD,300.0,300,0.0,88.97
2026-05-15T22:59:23.672480,BTC/USD,691.37,691.37,0.0,79045.12
2026-05-15T22:59:23.881077,SOL/USD,300.0,300,0.0,89.0
2026-05-15T23:00:29.517682,BTC/USD,691.37,691.37,0.0,79035.98
2026-05-15T23:00:29.787830,SOL/USD,300.0,300,0.0,88.99
2026-05-15T23:02:29.120706,BTC/USD,691.37,691.37,0.0,78993.55
2026-05-15T23:02:29.355900,SOL/USD,300.0,300,0.0,88.89
2026-05-16T06:55:52.068655,BTC/USD,691.37,691.37,0.0,78067.18
2026-05-16T06:55:52.257148,SOL/USD,300.0,300,0.0,86.11
2026-05-16T07:48:57.804876,BTC/USD,691.37,691.37,0.0,78064.11
2026-05-16T07:48:58.115478,SOL/USD,300.0,300,0.0,86.39
2026-05-16T08:37:19.156825,BTC/USD,691.37,691.37,0.0,77799.98
2026-05-16T08:37:19.377844,SOL/USD,300.0,300,0.0,86.12
